Show,EpId,ClipId,Start,Stop,Start_5_sec,Stop_5_sec,is_probably_host,speaker,clip_silhouette_score,SEP12k,SEP28k-E,SEP28k-T,SEP28k-D,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
HeStutters,18,48,6872000,6920000,6856000,6936000,FALSE,HeStutters_18_0,0.6189463735,train,test,train,dev,0,0,0,0,1,0,0,0,2,2,0,0
HeStutters,18,49,6899840,6947840,6883840,6963840,FALSE,HeStutters_18_0,0.6444346905,train,test,train,dev,0,0,1,1,1,3,0,0,0,1,0,0
HeStutters,18,50,7024640,7072640,7008640,7088640,FALSE,HeStutters_18_0,0.5929182768,train,test,train,dev,0,0,0,2,1,0,0,0,0,0,0,0
HeStutters,18,51,7052800,7100800,7036800,7116800,TRUE,Pamela Mertz,0.4020883143,,train,test,test,0,0,1,3,0,0,0,0,0,1,0,0
HeStutters,18,52,7700480,7748480,7684480,7764480,FALSE,HeStutters_18_0,0.745077014,train,test,train,dev,0,0,0,1,0,0,0,1,2,0,0,0
HeStutters,18,53,7737120,7785120,7721120,7801120,FALSE,HeStutters_18_0,0.679507792,train,test,train,dev,0,0,0,1,0,0,0,3,2,0,0,0
HeStutters,18,54,1068160,1116160,1052160,1132160,FALSE,HeStutters_18_0,0.707842052,train,test,train,dev,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,18,55,1101600,1149600,1085600,1165600,FALSE,HeStutters_18_0,0.6461442113,train,test,train,dev,0,0,0,0,0,3,0,1,0,1,0,0
HeStutters,18,56,7809600,7857600,7793600,7873600,FALSE,HeStutters_18_0,0.7482841611,train,test,train,dev,0,0,0,0,0,0,0,0,3,2,0,0
HeStutters,18,57,7843040,7891040,7827040,7907040,FALSE,HeStutters_18_0,0.6427266598,train,test,train,dev,0,0,0,0,0,0,0,2,3,0,0,0
HeStutters,18,58,7888800,7936800,7872800,7952800,FALSE,HeStutters_18_0,0.7252132893,train,test,train,dev,0,0,0,0,0,0,0,3,3,0,0,0
HeStutters,18,59,7916800,7964800,7900800,7980800,FALSE,HeStutters_18_0,0.2143172622,train,test,train,dev,0,0,0,0,0,0,0,3,3,0,0,0
HeStutters,18,60,7948320,7996320,7932320,8012320,TRUE,Pamela Mertz,0.4895209968,,train,test,test,0,0,0,0,0,0,0,1,3,0,0,0
HeStutters,18,61,8493760,8541760,8477760,8557760,TRUE,Pamela Mertz,0.4346632659,,train,test,test,0,0,0,0,0,0,0,1,3,1,0,0
HeStutters,18,62,8521440,8569440,8505440,8585440,TRUE,Pamela Mertz,0.5207871199,,train,test,test,0,0,0,1,2,0,0,0,0,0,0,0
HeStutters,18,63,8578240,8626240,8562240,8642240,TRUE,Pamela Mertz,0.5590498447,,train,test,test,0,0,0,1,1,1,0,0,1,0,0,0
HeStutters,18,64,8614400,8662400,8598400,8678400,TRUE,Pamela Mertz,0.4588865042,,train,test,test,0,0,0,2,2,2,0,0,0,0,0,0
HeStutters,18,65,8861120,8909120,8845120,8925120,TRUE,Pamela Mertz,0.5405008793,,train,test,test,0,0,0,0,0,0,0,0,3,2,0,0
HeStutters,18,66,8889920,8937920,8873920,8953920,TRUE,Pamela Mertz,0.5016930699,,train,test,test,0,0,1,1,1,1,0,2,0,0,0,0
HeStutters,18,67,9304480,9352480,9288480,9368480,TRUE,Pamela Mertz,0.3559306264,,train,test,test,0,0,0,1,0,1,1,3,1,1,0,0
HeStutters,18,68,9337600,9385600,9321600,9401600,FALSE,HeStutters_18_0,0.7098653316,train,test,train,dev,0,0,1,0,0,0,0,0,2,1,0,0
HeStutters,18,69,9713600,9761600,9697600,9777600,TRUE,Pamela Mertz,0.4701710641,,train,test,test,0,0,1,0,1,0,0,3,1,1,0,0
HeStutters,18,70,9740960,9788960,9724960,9804960,TRUE,Pamela Mertz,0.4707523286,,train,test,test,0,0,1,0,0,0,0,3,2,2,0,0
HeStutters,18,71,9765760,9813760,9749760,9829760,TRUE,Pamela Mertz,0.5350176692,,train,test,test,0,0,1,1,0,0,0,2,1,2,0,0
HeStutters,18,72,10043360,10091360,10027360,10107360,TRUE,Pamela Mertz,0.5020983219,,train,test,test,0,0,0,0,2,0,0,0,1,0,0,0
HeStutters,18,73,10075200,10123200,10059200,10139200,TRUE,Pamela Mertz,0.5503613949,,train,test,test,0,0,0,0,3,0,1,0,0,0,0,0
HeStutters,18,74,1170880,1218880,1154880,1234880,TRUE,Pamela Mertz,0.4115062356,,train,test,test,0,0,0,0,0,0,0,0,3,2,0,0
HeStutters,18,75,10156960,10204960,10140960,10220960,TRUE,Pamela Mertz,0.3671554625,,train,test,test,0,0,1,0,0,0,0,1,2,0,0,0
HeStutters,18,76,10189120,10237120,10173120,10253120,FALSE,HeStutters_18_0,0.2447122782,train,test,train,dev,0,1,0,0,0,0,0,1,3,1,0,0
HeStutters,18,77,10493120,10541120,10477120,10557120,FALSE,HeStutters_18_0,0.7264881134,train,test,train,dev,0,0,0,0,0,0,0,1,3,0,0,0
HeStutters,18,78,10524800,10572800,10508800,10588800,FALSE,HeStutters_18_0,0.6499952674,train,test,train,dev,0,0,0,0,0,0,0,2,3,2,0,0
HeStutters,18,79,10549280,10597280,10533280,10613280,FALSE,HeStutters_18_0,0.6727843285,train,test,train,dev,0,0,0,1,0,1,0,0,2,1,0,0
HeStutters,18,80,10768160,10816160,10752160,10832160,FALSE,HeStutters_18_0,0.7405608296,train,test,train,dev,0,0,0,1,0,0,0,0,2,1,0,0
HeStutters,18,81,10797120,10845120,10781120,10861120,FALSE,HeStutters_18_0,0.7065332532,train,test,train,dev,0,0,0,1,0,0,0,0,2,1,0,0
HeStutters,18,82,11332480,11380480,11316480,11396480,FALSE,HeStutters_18_0,0.6703314781,train,test,train,dev,0,0,0,0,0,0,0,2,3,1,0,0
HeStutters,18,83,11359840,11407840,11343840,11423840,FALSE,HeStutters_18_0,0.7496836782,train,test,train,dev,0,0,0,0,0,1,0,2,2,0,0,0
HeStutters,18,84,11454880,11502880,11438880,11518880,FALSE,HeStutters_18_0,0.7121332288,train,test,train,dev,0,0,0,0,0,0,0,1,3,0,0,0
HeStutters,18,85,11483680,11531680,11467680,11547680,TRUE,Pamela Mertz,0.4835281968,,train,test,test,0,0,1,0,3,1,0,2,0,0,0,0
HeStutters,18,86,11752640,11800640,11736640,11816640,TRUE,Pamela Mertz,0.4015243948,,train,test,test,0,0,0,2,1,1,0,3,0,1,0,0
HeStutters,18,87,11786880,11834880,11770880,11850880,TRUE,Pamela Mertz,0.5890570879,,train,test,test,0,0,2,1,2,0,0,0,0,0,0,0
HeStutters,18,88,11985600,12033600,11969600,12049600,TRUE,Pamela Mertz,0.5807349682,,train,test,test,0,0,0,1,3,0,0,1,0,2,0,0
HeStutters,18,89,12013600,12061600,11997600,12077600,TRUE,Pamela Mertz,0.6067801714,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,18,90,12267840,12315840,12251840,12331840,TRUE,Pamela Mertz,0.5458346009,,train,test,test,0,0,2,0,0,0,0,0,1,2,0,0
HeStutters,18,91,12310400,12358400,12294400,12374400,TRUE,Pamela Mertz,0.4381432235,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0
HeStutters,18,92,12509920,12557920,12493920,12573920,TRUE,Pamela Mertz,0.5610430241,,train,test,test,0,0,0,1,0,0,0,3,2,1,0,0
HeStutters,18,93,12545280,12593280,12529280,12609280,FALSE,HeStutters_18_0,0.7169446349,train,test,train,dev,0,0,2,0,0,0,0,0,1,1,0,0
HeStutters,18,94,2536320,2584320,2520320,2600320,TRUE,Pamela Mertz,0.5498816967,,train,test,test,0,0,1,1,0,0,0,3,1,1,0,0
HeStutters,18,95,2568960,2616960,2552960,2632960,TRUE,Pamela Mertz,0.05987396836,,train,test,test,0,0,0,1,0,0,0,3,2,1,0,0
HeStutters,18,96,12725440,12773440,12709440,12789440,FALSE,HeStutters_18_0,0.7190262079,train,test,train,dev,0,0,0,0,0,0,0,3,3,1,0,0
HeStutters,18,97,12753600,12801600,12737600,12817600,FALSE,HeStutters_18_0,0.7357745767,train,test,train,dev,0,0,0,0,0,1,0,3,2,1,0,0
HeStutters,18,98,12937920,12985920,12921920,13001920,FALSE,HeStutters_18_0,0.6234189868,train,test,train,dev,0,0,0,1,0,0,0,1,2,1,0,0
HeStutters,18,99,12967360,13015360,12951360,13031360,FALSE,HeStutters_18_0,0.7247376442,train,test,train,dev,0,0,2,0,2,0,0,0,0,1,0,0
HeStutters,18,100,13603840,13651840,13587840,13667840,TRUE,Pamela Mertz,0.5632607341,,train,test,test,0,2,0,0,0,2,0,0,1,0,0,0
HeStutters,18,101,13636640,13684640,13620640,13700640,TRUE,Pamela Mertz,0.6154420376,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,18,102,13976480,14024480,13960480,14040480,TRUE,Pamela Mertz,0.4190130234,,train,test,test,0,2,1,1,0,0,0,0,1,0,0,0
HeStutters,18,103,14008320,14056320,13992320,14072320,TRUE,Pamela Mertz,0.6053031683,,train,test,test,0,0,1,0,0,0,0,3,2,1,0,0
HeStutters,18,104,14236960,14284960,14220960,14300960,TRUE,Pamela Mertz,0.5614863038,,train,test,test,0,0,0,1,1,0,0,0,1,1,0,0
HeStutters,18,105,14266400,14314400,14250400,14330400,TRUE,Pamela Mertz,0.4346916378,,train,test,test,0,0,0,0,2,0,0,1,1,0,0,0
HeStutters,18,106,14406080,14454080,14390080,14470080,TRUE,Pamela Mertz,0.5613095164,,train,test,test,0,0,0,0,0,0,0,0,3,2,0,0
HeStutters,18,107,14441280,14489280,14425280,14505280,TRUE,Pamela Mertz,0.5690874457,,train,test,test,0,0,1,0,1,2,0,2,0,0,0,0
HeStutters,18,108,14552160,14600160,14536160,14616160,TRUE,Pamela Mertz,0.588237524,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,18,109,14584000,14632000,14568000,14648000,TRUE,Pamela Mertz,0.6241875887,,train,test,test,0,2,0,0,0,3,0,0,0,0,0,0
HeStutters,18,110,14866080,14914080,14850080,14930080,TRUE,Pamela Mertz,0.4857842028,,train,test,test,0,0,0,2,1,0,0,0,0,1,0,0
HeStutters,18,111,14897120,14945120,14881120,14961120,TRUE,Pamela Mertz,0.1367487162,,train,test,test,1,1,0,0,0,0,0,1,3,0,0,0
HeStutters,18,112,14946400,14994400,14930400,15010400,TRUE,Pamela Mertz,0.5766245723,,train,test,test,0,0,0,0,0,0,0,0,3,2,0,0
HeStutters,18,113,14981600,15029600,14965600,15045600,TRUE,Pamela Mertz,0.5569009185,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0
HeStutters,18,114,15041120,15089120,15025120,15105120,TRUE,Pamela Mertz,0.2423080504,,train,test,test,0,1,0,0,0,0,0,2,3,0,0,0
HeStutters,18,115,2601440,2649440,2585440,2665440,TRUE,Pamela Mertz,0.5940998793,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,18,116,15658560,15706560,15642560,15722560,TRUE,Pamela Mertz,0.6222632527,,train,test,test,0,0,2,0,0,0,0,0,1,2,0,0
HeStutters,18,117,15692800,15740800,15676800,15756800,TRUE,Pamela Mertz,0.4673657715,,train,test,test,0,2,0,1,1,0,1,0,2,0,0,0
HeStutters,18,118,15785600,15833600,15769600,15849600,TRUE,Pamela Mertz,0.4264366031,,train,test,test,0,1,0,0,0,0,0,0,3,0,0,0
HeStutters,18,119,15815360,15863360,15799360,15879360,TRUE,Pamela Mertz,0.4812447131,,train,test,test,0,0,1,1,1,0,0,0,1,0,0,0
HeStutters,18,120,16538400,16586400,16522400,16602400,TRUE,Pamela Mertz,0.4316505194,,train,test,test,0,0,0,1,0,0,0,1,2,0,0,0
HeStutters,18,121,16590720,16638720,16574720,16654720,TRUE,Pamela Mertz,0.341722697,,train,test,test,0,0,0,0,0,3,0,2,0,1,0,0
HeStutters,18,122,17091040,17139040,17075040,17155040,TRUE,Pamela Mertz,0.4169287086,,train,test,test,0,0,0,1,3,1,0,2,0,1,0,0
HeStutters,18,123,17118720,17166720,17102720,17182720,TRUE,Pamela Mertz,0.5592048168,,train,test,test,0,1,0,0,0,0,0,0,3,1,0,0
HeStutters,18,124,17168000,17216000,17152000,17232000,TRUE,Pamela Mertz,0.5611867905,,train,test,test,0,0,0,0,0,3,0,0,0,1,0,0
HeStutters,18,125,17204800,17252800,17188800,17268800,TRUE,Pamela Mertz,0.3571756184,,train,test,test,0,1,0,0,2,0,0,0,1,0,0,0
HeStutters,18,126,17572320,17620320,17556320,17636320,TRUE,Pamela Mertz,0.4927712381,,train,test,test,0,2,0,0,0,2,0,0,1,0,0,0
HeStutters,18,127,17600960,17648960,17584960,17664960,TRUE,Pamela Mertz,0.5194705129,,train,test,test,0,2,0,0,3,2,0,0,0,1,0,0
HeStutters,18,128,18416480,18464480,18400480,18480480,FALSE,HeStutters_18_0,0.710714817,train,test,train,dev,0,0,1,1,0,0,0,3,1,2,0,0
HeStutters,18,129,18447360,18495360,18431360,18511360,FALSE,HeStutters_18_0,0.5087251663,train,test,train,dev,0,0,1,3,0,0,0,0,0,1,0,0
HeStutters,18,130,18476960,18524960,18460960,18540960,FALSE,HeStutters_18_0,0.7281500101,train,test,train,dev,0,0,0,1,0,0,0,2,2,1,0,0
HeStutters,18,131,19151360,19199360,19135360,19215360,FALSE,HeStutters_18_0,0.7048283219,train,test,train,dev,0,0,0,1,0,0,0,0,2,1,0,0
HeStutters,18,132,19183840,19231840,19167840,19247840,TRUE,Pamela Mertz,0.5460835695,,train,test,test,0,2,0,1,2,2,0,0,0,1,0,0
HeStutters,18,133,19330880,19378880,19314880,19394880,TRUE,Pamela Mertz,0.5630591512,,train,test,test,0,0,0,0,0,3,0,1,0,0,0,0
HeStutters,18,134,19362240,19410240,19346240,19426240,TRUE,Pamela Mertz,0.5425541997,,train,test,test,0,0,0,2,2,0,0,0,0,0,0,0
HeStutters,18,135,2971680,3019680,2955680,3035680,TRUE,Pamela Mertz,0.5774575472,,train,test,test,0,0,0,0,1,0,0,1,2,1,0,0
HeStutters,18,136,3002720,3050720,2986720,3066720,FALSE,HeStutters_18_0,0.7521214485,train,test,train,dev,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,18,137,19961440,20009440,19945440,20025440,TRUE,Pamela Mertz,0.5186873674,,train,test,test,0,1,0,0,0,0,0,3,3,0,0,0
HeStutters,18,138,20001120,20049120,19985120,20065120,TRUE,Pamela Mertz,0.5501486063,,train,test,test,0,2,1,0,0,0,0,2,2,0,0,0
HeStutters,18,139,20342400,20390400,20326400,20406400,TRUE,Pamela Mertz,0.5649654865,,train,test,test,0,1,2,0,1,3,0,0,0,1,0,0
HeStutters,18,140,20373280,20421280,20357280,20437280,FALSE,HeStutters_18_0,0.7287620902,train,test,train,dev,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,18,141,20912800,20960800,20896800,20976800,TRUE,Pamela Mertz,0.5516754985,,train,test,test,0,2,0,0,0,3,0,0,0,0,0,0
HeStutters,18,142,20944640,20992640,20928640,21008640,TRUE,Pamela Mertz,0.1415181607,,train,test,test,1,0,0,0,2,0,1,0,0,0,0,0
HeStutters,18,143,20997600,21045600,20981600,21061600,TRUE,Pamela Mertz,0.6169795394,,train,test,test,0,1,1,1,3,0,0,0,0,0,0,0
HeStutters,18,144,21025440,21073440,21009440,21089440,TRUE,Pamela Mertz,0.3366138935,,train,test,test,0,1,0,0,0,0,0,0,3,1,0,0
HeStutters,18,145,21079360,21127360,21063360,21143360,TRUE,Pamela Mertz,0.3978957832,,train,test,test,0,1,1,1,2,0,1,0,0,0,0,0
HeStutters,18,146,21124000,21172000,21108000,21188000,TRUE,Pamela Mertz,0.495105654,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0
HeStutters,18,147,21336800,21384800,21320800,21400800,FALSE,HeStutters_18_0,0.685244441,train,test,train,dev,0,0,0,1,0,0,0,0,2,3,0,0
HeStutters,18,148,21364480,21412480,21348480,21428480,FALSE,HeStutters_18_0,0.7265492082,train,test,train,dev,0,0,0,0,0,0,0,2,3,1,0,0
HeStutters,18,149,21602240,21650240,21586240,21666240,TRUE,Pamela Mertz,0.5278450847,,train,test,test,0,2,3,0,0,0,0,0,0,0,0,0
HeStutters,18,150,21644480,21692480,21628480,21708480,TRUE,Pamela Mertz,0.4351195693,,train,test,test,0,0,0,1,3,0,0,0,0,1,0,0
HeStutters,18,151,21823520,21871520,21807520,21887520,TRUE,Pamela Mertz,0.4820690453,,train,test,test,0,0,0,1,3,0,1,0,0,0,0,0
HeStutters,18,152,21852960,21900960,21836960,21916960,TRUE,Pamela Mertz,0.6056530476,,train,test,test,0,0,0,2,0,0,0,0,1,0,0,0
HeStutters,18,153,22527200,22575200,22511200,22591200,FALSE,HeStutters_18_0,0.7213209867,train,test,train,dev,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,18,154,22557600,22605600,22541600,22621600,FALSE,HeStutters_18_0,0.7494445443,train,test,train,dev,0,0,1,0,0,0,0,0,2,0,0,0
HeStutters,18,155,3386400,3434400,3370400,3450400,FALSE,HeStutters_18_0,0.6425731182,train,test,train,dev,0,0,0,1,2,2,0,0,0,0,0,0
HeStutters,18,156,3415520,3463520,3399520,3479520,FALSE,HeStutters_18_0,0.6788449287,train,test,train,dev,0,0,0,1,1,1,0,0,0,0,0,0
HeStutters,18,157,23064800,23112800,23048800,23128800,TRUE,Pamela Mertz,0.5201045275,,train,test,test,0,1,1,0,0,0,0,0,2,2,0,0
HeStutters,18,158,23098880,23146880,23082880,23162880,TRUE,Pamela Mertz,0.6224038005,,train,test,test,0,2,0,0,0,0,0,3,3,0,0,0
HeStutters,18,159,23196640,23244640,23180640,23260640,TRUE,Pamela Mertz,0.5701268911,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0
HeStutters,18,160,23228480,23276480,23212480,23292480,TRUE,Pamela Mertz,0.5062249899,,train,test,test,0,1,0,1,0,0,0,2,2,0,0,0
HeStutters,18,161,23301600,23349600,23285600,23365600,TRUE,Pamela Mertz,0.09098727256,,train,test,test,0,0,0,0,2,1,0,3,0,0,0,0
HeStutters,18,162,23333920,23381920,23317920,23397920,TRUE,Pamela Mertz,0.5173497796,,train,test,test,0,0,0,0,0,2,0,3,1,1,0,0
HeStutters,18,163,23485920,23533920,23469920,23549920,TRUE,Pamela Mertz,0.3895480037,,train,test,test,0,0,1,0,0,0,0,3,2,0,0,0
HeStutters,18,164,23519520,23567520,23503520,23583520,TRUE,Pamela Mertz,0.4992075264,,train,test,test,0,0,1,0,0,3,0,2,0,0,0,0
HeStutters,18,165,23634560,23682560,23618560,23698560,TRUE,Pamela Mertz,0.4335573018,,train,test,test,0,1,1,0,0,0,0,0,2,0,0,0
HeStutters,18,166,23670720,23718720,23654720,23734720,TRUE,Pamela Mertz,0.5532510877,,train,test,test,0,0,0,1,0,0,0,2,2,2,0,0
HeStutters,18,167,24347840,24395840,24331840,24411840,TRUE,Pamela Mertz,0.3011672795,,train,test,test,0,0,1,1,2,1,0,2,0,0,0,0
HeStutters,18,168,24375200,24423200,24359200,24439200,TRUE,Pamela Mertz,0.3499261141,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,18,169,24422240,24470240,24406240,24486240,TRUE,Pamela Mertz,0.4477704167,,train,test,test,0,1,0,0,3,3,0,2,0,0,0,0
HeStutters,18,170,24944960,24992960,24928960,25008960,TRUE,Pamela Mertz,0.6183086038,,train,test,test,0,0,0,0,2,0,0,1,1,0,0,0
HeStutters,18,171,24972480,25020480,24956480,25036480,TRUE,Pamela Mertz,0.5841627121,,train,test,test,0,0,0,2,2,3,0,1,0,0,0,0
HeStutters,18,172,25120640,25168640,25104640,25184640,TRUE,Pamela Mertz,0.5272991657,,train,test,test,0,1,0,0,0,0,0,3,3,1,0,0
HeStutters,18,173,25156480,25204480,25140480,25220480,TRUE,Pamela Mertz,0.5759276152,,train,test,test,0,0,0,0,1,0,0,0,2,1,0,0
HeStutters,18,174,25599680,25647680,25583680,25663680,TRUE,Pamela Mertz,0.5844659805,,train,test,test,0,0,0,0,0,0,0,2,3,0,0,0
HeStutters,18,175,25631680,25679680,25615680,25695680,TRUE,Pamela Mertz,0.5883600712,,train,test,test,0,1,0,1,0,0,0,0,2,1,0,0
HeStutters,18,176,3645440,3693440,3629440,3709440,TRUE,Pamela Mertz,0.5286280513,,train,test,test,0,0,2,0,0,1,0,0,1,0,0,0
HeStutters,18,177,3680960,3728960,3664960,3744960,TRUE,Pamela Mertz,0.4337209761,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0
HeStutters,18,178,26391040,26439040,26375040,26455040,TRUE,Pamela Mertz,0.5969915986,,train,test,test,0,1,0,0,0,0,0,0,3,1,0,0
HeStutters,18,179,26419520,26467520,26403520,26483520,TRUE,Pamela Mertz,0.461468786,,train,test,test,0,1,0,0,0,3,0,0,0,1,0,0
HeStutters,18,180,26555040,26603040,26539040,26619040,TRUE,Pamela Mertz,0.4261597395,,train,test,test,0,1,1,0,0,0,0,3,2,0,0,0
HeStutters,18,181,26584800,26632800,26568800,26648800,TRUE,Pamela Mertz,0.562053144,,train,test,test,0,1,0,0,0,0,0,0,3,0,0,0
HeStutters,18,182,27060160,27108160,27044160,27124160,TRUE,Pamela Mertz,0.4873965085,,train,test,test,0,0,0,0,0,3,0,1,0,0,0,0
HeStutters,18,183,27091520,27139520,27075520,27155520,TRUE,Pamela Mertz,0.5222405791,,train,test,test,0,0,0,0,1,3,0,2,0,0,0,0
HeStutters,18,184,27261600,27309600,27245600,27325600,TRUE,Pamela Mertz,0.5713526011,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,18,185,27294880,27342880,27278880,27358880,TRUE,Pamela Mertz,0.619700253,,train,test,test,0,1,1,0,0,0,0,3,2,0,0,0
HeStutters,18,186,27842560,27890560,27826560,27906560,TRUE,Pamela Mertz,0.4139203131,,train,test,test,0,2,1,0,0,0,0,0,2,0,0,0
HeStutters,18,187,27874720,27922720,27858720,27938720,TRUE,Pamela Mertz,0.5255109668,,train,test,test,0,1,0,0,0,0,0,0,3,0,0,0
HeStutters,18,188,28460320,28508320,28444320,28524320,TRUE,Pamela Mertz,0.6280845404,,train,test,test,1,2,0,1,0,2,1,0,0,2,0,0
HeStutters,18,189,28487840,28535840,28471840,28551840,TRUE,Pamela Mertz,0.6255562901,,train,test,test,0,2,0,0,0,0,0,0,3,0,0,0
HeStutters,18,190,29039520,29087520,29023520,29103520,FALSE,HeStutters_18_0,0.7412770987,train,test,train,dev,0,0,0,0,1,0,0,0,2,1,0,0
HeStutters,18,191,29067840,29115840,29051840,29131840,FALSE,HeStutters_18_0,0.6990364194,train,test,train,dev,0,0,0,0,1,0,0,0,2,1,0,0
HeStutters,18,192,30207200,30255200,30191200,30271200,TRUE,Pamela Mertz,0.6012779474,,train,test,test,0,0,1,1,0,1,0,0,1,0,0,0
HeStutters,18,193,30236800,30284800,30220800,30300800,TRUE,Pamela Mertz,0.5936371684,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0
HeStutters,18,194,30496800,30544800,30480800,30560800,TRUE,Pamela Mertz,0.5657091141,,train,test,test,0,2,2,0,0,1,0,0,1,0,0,0
HeStutters,18,195,30524800,30572800,30508800,30588800,TRUE,Pamela Mertz,0.5186341405,,train,test,test,0,1,1,0,0,0,0,0,2,2,0,0
HeStutters,18,196,30687200,30735200,30671200,30751200,FALSE,HeStutters_18_0,0.7199863791,train,test,train,dev,0,0,0,0,0,2,0,1,1,0,0,0
HeStutters,18,197,30714720,30762720,30698720,30778720,FALSE,HeStutters_18_0,0.4101852179,train,test,train,dev,0,0,0,0,0,3,1,0,0,0,0,0
HeStutters,18,198,3726080,3774080,3710080,3790080,TRUE,Pamela Mertz,0.5493229032,,train,test,test,0,0,0,2,2,0,1,1,0,1,0,0
HeStutters,18,199,30741440,30789440,30725440,30805440,FALSE,HeStutters_18_0,0.7339243889,train,test,train,dev,0,0,0,3,1,0,0,2,0,0,0,0
HeStutters,18,200,31841600,31889600,31825600,31905600,TRUE,Pamela Mertz,0.4176816344,,train,test,test,0,1,0,0,0,0,0,2,3,1,0,0
HeStutters,18,201,31872160,31920160,31856160,31936160,TRUE,Pamela Mertz,0.5950444937,,train,test,test,0,0,0,0,0,0,0,2,3,0,0,0
HeStutters,18,202,32148000,32196000,32132000,32212000,TRUE,Pamela Mertz,0.5115061402,,train,test,test,0,2,1,0,0,0,0,3,2,3,0,0
HeStutters,18,203,32176320,32224320,32160320,32240320,FALSE,HeStutters_18_0,0.470345974,train,test,train,dev,0,1,2,1,0,2,0,1,1,1,0,0
HeStutters,18,204,32546400,32594400,32530400,32610400,TRUE,Pamela Mertz,0.5181241035,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0
HeStutters,18,205,32576320,32624320,32560320,32640320,TRUE,Pamela Mertz,0.5648604035,,train,test,test,0,1,0,0,0,2,0,1,1,0,0,0
HeStutters,18,206,33350080,33398080,33334080,33414080,FALSE,HeStutters_18_0,0.07714217901,train,test,train,dev,0,0,1,0,0,0,0,1,2,2,0,0
HeStutters,18,207,33379360,33427360,33363360,33443360,TRUE,Pamela Mertz,0.2962993085,,train,test,test,0,1,0,0,0,3,1,2,0,0,0,0
HeStutters,18,208,33654240,33702240,33638240,33718240,TRUE,Pamela Mertz,0.5454064012,,train,test,test,0,1,0,1,1,1,0,0,1,1,0,0
HeStutters,18,209,33681760,33729760,33665760,33745760,TRUE,Pamela Mertz,0.539762795,,train,test,test,0,1,1,0,3,1,1,0,0,0,0,0
HeStutters,18,210,33744960,33792960,33728960,33808960,TRUE,Pamela Mertz,0.4685517251,,train,test,test,0,1,0,1,1,1,0,2,1,0,0,0
HeStutters,18,211,35163680,35211680,35147680,35227680,TRUE,Pamela Mertz,0.4619073272,,train,test,test,0,1,1,0,1,0,0,0,1,2,0,0
HeStutters,18,212,35192160,35240160,35176160,35256160,TRUE,Pamela Mertz,0.4835312665,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,18,213,35481120,35529120,35465120,35545120,TRUE,Pamela Mertz,0.5403507352,,train,test,test,0,2,0,0,0,0,0,3,3,1,0,0
HeStutters,18,214,35509440,35557440,35493440,35573440,TRUE,Pamela Mertz,0.2091949433,,train,test,test,0,1,1,0,0,1,0,2,2,0,0,0
HeStutters,18,215,35548800,35596800,35532800,35612800,TRUE,Pamela Mertz,0.485933423,,train,test,test,0,0,0,0,0,0,0,2,3,0,0,0
HeStutters,18,216,3774080,3822080,3758080,3838080,TRUE,Pamela Mertz,0.5924254656,,train,test,test,0,0,0,1,0,0,0,0,2,3,0,0
HeStutters,19,0,961760,1009760,945760,1025760,TRUE,Pamela Mertz,0.4268228412,,train,test,test,0,0,0,2,0,0,0,0,1,0,0,0
HeStutters,19,1,45897120,45945120,45881120,45961120,TRUE,Pamela Mertz,0.3802565634,,train,test,test,0,0,1,2,0,0,0,0,0,2,0,0
HeStutters,19,2,45926240,45974240,45910240,45990240,TRUE,Pamela Mertz,0.4228259921,,train,test,test,0,0,3,1,0,0,0,0,0,1,0,0
HeStutters,19,3,47366720,47414720,47350720,47430720,TRUE,Pamela Mertz,0.5141279101,,train,test,test,0,0,0,1,0,0,0,0,2,0,0,1
HeStutters,19,4,47403200,47451200,47387200,47467200,TRUE,Pamela Mertz,0.5536560416,,train,test,test,0,0,2,1,0,0,0,0,0,0,0,0
HeStutters,19,5,47977120,48025120,47961120,48041120,FALSE,HeStutters_19_0,0.4749143422,train,test,train,dev,0,0,1,0,0,0,0,1,2,0,0,0
