Show,EpId,ClipId,Start,Stop,Start_5_sec,Stop_5_sec,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
FluencyBank,71,51,3178560,3226560,3018560,3242560,2,0,0,2,0,0,3,0,1,0,0,0
FluencyBank,71,52,3250880,3298880,3090880,3314880,0,0,0,0,2,3,0,1,0,0,0,0
FluencyBank,71,53,3294080,3342080,3134080,3358080,0,0,0,1,3,0,2,0,0,0,0,0
FluencyBank,71,54,3347200,3395200,3187200,3411200,1,0,0,1,0,0,1,2,2,0,0,0
FluencyBank,71,55,3362560,3410560,3202560,3426560,1,0,0,0,0,0,1,3,3,1,0,0
FluencyBank,71,56,3378080,3426080,3218080,3442080,0,0,0,2,0,0,1,1,1,0,0,0
FluencyBank,71,57,3418080,3466080,3258080,3482080,0,0,0,2,1,0,1,0,0,0,0,0
FluencyBank,71,58,3462560,3510560,3302560,3526560,0,0,0,1,1,2,2,2,0,0,0,0
FluencyBank,71,59,3497920,3545920,3337920,3561920,1,0,0,1,0,1,2,0,0,0,0,0
FluencyBank,71,60,3697920,3745920,3537920,3761920,0,0,2,1,1,0,2,1,0,0,0,0
FluencyBank,71,61,3722080,3770080,3562080,3786080,0,0,0,1,3,0,0,1,0,1,0,0
FluencyBank,71,62,3763680,3811680,3603680,3827680,1,0,0,1,2,0,1,0,0,0,0,0
FluencyBank,71,63,3797920,3845920,3637920,3861920,0,0,0,0,0,0,1,0,3,0,0,0
FluencyBank,71,64,368320,416320,208320,432320,0,0,0,2,3,2,0,2,0,0,0,0
FluencyBank,71,65,3836640,3884640,3676640,3900640,1,0,0,3,0,0,2,0,0,0,0,0
FluencyBank,71,66,3849120,3897120,3689120,3913120,0,0,0,2,0,0,1,0,1,0,0,0
FluencyBank,71,67,3931520,3979520,3771520,3995520,0,0,0,0,0,0,0,0,3,2,0,0
FluencyBank,71,68,4052960,4100960,3892960,4116960,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,71,69,4079040,4127040,3919040,4143040,1,0,0,2,0,0,2,0,0,0,0,0
FluencyBank,71,70,4140000,4188000,3980000,4204000,0,0,3,0,0,0,0,1,0,0,0,0
FluencyBank,71,71,4171360,4219360,4011360,4235360,0,0,0,0,2,3,0,0,0,0,0,0
FluencyBank,71,72,4271840,4319840,4111840,4335840,0,0,0,1,2,0,1,0,0,0,0,0
FluencyBank,71,73,4298880,4346880,4138880,4362880,1,0,0,2,1,0,2,0,0,1,0,0
FluencyBank,71,74,4338240,4386240,4178240,4402240,0,0,0,1,0,2,2,1,0,0,0,0
FluencyBank,71,75,4382400,4430400,4222400,4446400,2,0,0,0,1,0,1,1,1,0,0,0
FluencyBank,71,76,4442240,4490240,4282240,4506240,0,0,3,1,1,0,0,0,0,0,0,0
FluencyBank,71,77,4719360,4767360,4559360,4783360,0,0,3,1,1,0,2,0,0,0,0,0
FluencyBank,71,78,4744480,4792480,4584480,4808480,0,0,1,1,0,0,1,1,1,0,0,0
FluencyBank,71,79,418080,466080,258080,482080,0,0,0,1,2,1,0,1,0,0,0,0
FluencyBank,71,80,4886560,4934560,4726560,4950560,1,0,0,2,0,0,2,0,0,0,0,0
FluencyBank,71,81,4931040,4979040,4771040,4995040,0,0,0,0,3,0,0,2,0,0,0,0
FluencyBank,71,82,4992000,5040000,4832000,5056000,1,0,2,0,1,0,2,0,0,0,0,0
FluencyBank,71,83,5023840,5071840,4863840,5087840,0,0,0,0,2,0,0,0,1,0,0,0
FluencyBank,71,84,5061440,5109440,4901440,5125440,0,0,0,0,1,0,1,0,2,0,0,0
FluencyBank,71,85,5114400,5162400,4954400,5178400,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,71,86,5176480,5224480,5016480,5240480,1,0,1,0,1,0,3,0,1,1,0,0
FluencyBank,71,87,5202560,5250560,5042560,5266560,0,0,0,1,1,3,0,1,0,0,0,0
FluencyBank,71,88,5323040,5371040,5163040,5387040,1,0,0,2,0,0,2,0,0,1,0,0
FluencyBank,71,89,5355840,5403840,5195840,5419840,1,0,0,0,0,0,2,2,3,0,0,0
FluencyBank,71,90,5446240,5494240,5286240,5510240,2,0,0,0,0,0,3,0,2,0,0,0
FluencyBank,71,91,5492480,5540480,5332480,5556480,0,0,0,1,0,0,0,0,2,0,0,0
FluencyBank,71,92,5541440,5589440,5381440,5605440,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,71,93,5614720,5662720,5454720,5678720,0,0,0,1,0,0,0,0,2,1,0,0
FluencyBank,71,94,5644960,5692960,5484960,5708960,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,71,95,5678560,5726560,5518560,5742560,0,0,0,3,1,1,1,1,0,0,0,0
FluencyBank,71,96,542240,590240,382240,606240,1,0,0,0,3,1,1,1,0,0,0,0
FluencyBank,71,97,569920,617920,409920,633920,0,0,0,0,3,2,1,0,0,0,0,0
FluencyBank,71,98,5724000,5772000,5564000,5788000,0,0,0,3,1,0,2,0,0,0,0,0
FluencyBank,71,99,5747200,5795200,5587200,5811200,0,0,0,2,0,1,2,2,0,0,0,0
FluencyBank,71,100,5835360,5883360,5675360,5899360,0,0,0,3,0,0,0,0,0,1,0,0
FluencyBank,71,101,5891360,5939360,5731360,5955360,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,71,102,5934720,5982720,5774720,5998720,0,0,0,1,0,0,1,0,2,0,0,0
FluencyBank,71,103,5972640,6020640,5812640,6036640,0,0,3,0,0,0,0,1,0,0,0,0
FluencyBank,71,104,6015200,6063200,5855200,6079200,0,0,0,0,3,1,0,2,0,0,0,0
FluencyBank,71,105,6041600,6089600,5881600,6105600,0,0,0,1,3,0,0,0,0,0,0,0
FluencyBank,71,106,6139840,6187840,5979840,6203840,1,0,0,2,2,1,2,1,0,0,0,0
FluencyBank,71,107,6164160,6212160,6004160,6228160,0,0,0,0,2,1,1,0,1,0,0,0
FluencyBank,71,108,6237120,6285120,6077120,6301120,0,0,1,1,1,0,0,0,0,0,0,0
FluencyBank,71,109,6275040,6323040,6115040,6339040,0,0,2,0,0,0,1,1,1,0,0,0
FluencyBank,71,110,6317440,6365440,6157440,6381440,1,0,2,0,0,0,3,0,0,0,0,0
FluencyBank,71,111,593120,641120,433120,657120,0,0,0,1,1,1,1,1,0,0,0,0
FluencyBank,71,112,6354720,6402720,6194720,6418720,0,0,0,2,2,0,1,1,0,0,0,0
FluencyBank,71,113,6413760,6461760,6253760,6477760,0,0,0,1,0,2,0,1,1,0,0,0
FluencyBank,71,114,6447840,6495840,6287840,6511840,1,0,1,0,0,0,2,0,2,0,0,0
FluencyBank,71,115,6490880,6538880,6330880,6554880,0,0,0,0,0,0,1,1,3,1,0,0
FluencyBank,71,116,6539680,6587680,6379680,6603680,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,71,117,6601760,6649760,6441760,6665760,0,0,0,0,0,0,2,0,3,0,0,0
FluencyBank,71,118,624800,672800,464800,688800,0,0,0,1,1,0,2,0,1,0,0,0
FluencyBank,71,119,680640,728640,520640,744640,0,0,0,0,2,2,0,1,0,0,0,0
FluencyBank,71,120,708800,756800,548800,772800,0,0,0,0,3,0,3,0,0,0,0,0
FluencyBank,76,0,498240,546240,338240,562240,0,0,0,0,2,0,0,0,1,0,0,0
FluencyBank,76,1,2403840,2451840,2243840,2467840,0,0,0,1,1,3,0,0,0,0,0,0
FluencyBank,76,2,2509280,2557280,2349280,2573280,0,0,0,0,1,1,0,3,1,0,0,0
FluencyBank,76,3,2533280,2581280,2373280,2597280,0,0,0,1,0,0,1,1,2,0,0,0
FluencyBank,76,4,3030720,3078720,2870720,3094720,0,0,0,2,2,0,0,0,0,1,0,0
FluencyBank,76,5,3060480,3108480,2900480,3124480,0,0,0,0,1,0,2,0,2,0,0,0
FluencyBank,76,6,3309600,3357600,3149600,3373600,0,0,0,2,1,0,1,0,1,0,0,0
FluencyBank,76,7,3364800,3412800,3204800,3428800,0,0,0,1,1,2,0,0,0,1,0,0
FluencyBank,76,8,3509600,3557600,3349600,3573600,0,0,0,3,0,0,1,0,0,0,0,0
FluencyBank,76,9,3548640,3596640,3388640,3612640,0,0,2,1,1,0,1,0,0,0,0,0
FluencyBank,76,10,4005760,4053760,3845760,4069760,0,0,2,0,0,0,1,0,1,0,0,0
FluencyBank,76,11,4058240,4106240,3898240,4122240,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,76,12,4141120,4189120,3981120,4205120,0,0,0,0,0,0,0,3,3,1,0,0
FluencyBank,76,13,4166080,4214080,4006080,4230080,0,0,1,0,0,0,0,2,2,1,0,0
FluencyBank,76,14,4584000,4632000,4424000,4648000,1,0,2,3,2,0,2,0,0,0,0,0
FluencyBank,76,15,4607680,4655680,4447680,4671680,0,0,0,2,1,0,2,0,1,0,0,0
FluencyBank,76,16,4621760,4669760,4461760,4685760,0,0,0,2,2,0,1,1,0,0,0,0
FluencyBank,76,17,5156800,5204800,4996800,5220800,0,0,1,0,0,3,0,2,0,0,0,0
FluencyBank,76,18,5180480,5228480,5020480,5244480,0,0,0,1,1,2,1,3,0,0,0,0
FluencyBank,76,19,735200,783200,575200,799200,0,0,1,1,1,0,0,0,1,0,0,0
FluencyBank,76,20,763520,811520,603520,827520,0,0,3,0,0,0,0,0,0,0,0,0
FluencyBank,76,21,5907520,5955520,5747520,5971520,0,0,0,2,1,0,0,1,0,0,0,0
FluencyBank,76,22,5932640,5980640,5772640,5996640,1,0,0,1,2,0,2,0,0,0,0,0
FluencyBank,76,23,5978560,6026560,5818560,6042560,0,0,0,1,0,0,0,0,2,0,0,0
FluencyBank,76,24,6007200,6055200,5847200,6071200,1,0,0,1,0,0,1,0,2,0,0,0
FluencyBank,76,25,6187360,6235360,6027360,6251360,0,0,0,2,2,0,0,0,0,0,0,0
FluencyBank,76,26,6214080,6262080,6054080,6278080,0,0,0,2,2,0,1,1,0,0,0,0
FluencyBank,76,27,6236160,6284160,6076160,6300160,1,0,0,1,0,1,1,2,1,0,0,0
FluencyBank,76,28,6452800,6500800,6292800,6516800,1,0,3,2,1,0,1,0,0,0,0,0
FluencyBank,76,29,6476640,6524640,6316640,6540640,0,0,0,1,0,1,0,2,1,0,0,0
FluencyBank,76,30,7221920,7269920,7061920,7285920,0,0,0,1,0,0,1,0,2,1,0,0
FluencyBank,76,31,7258720,7306720,7098720,7322720,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,76,32,7366240,7414240,7206240,7430240,0,0,0,0,0,0,0,1,3,1,0,0
FluencyBank,76,33,7392640,7440640,7232640,7456640,0,0,1,1,0,0,0,3,1,0,0,0
FluencyBank,76,34,7454240,7502240,7294240,7518240,0,0,0,1,0,0,0,0,2,0,0,0
FluencyBank,76,35,7480800,7528800,7320800,7544800,0,0,3,1,0,0,1,1,0,0,0,0
FluencyBank,76,36,7532160,7580160,7372160,7596160,0,0,0,1,2,0,2,0,0,0,0,0
FluencyBank,76,37,7565440,7613440,7405440,7629440,1,0,0,3,2,0,1,0,0,0,0,0
FluencyBank,76,38,780960,828960,620960,844960,0,0,2,0,0,0,1,0,1,0,0,0
FluencyBank,76,39,7879680,7927680,7719680,7943680,0,0,3,1,2,0,1,0,0,0,0,0
FluencyBank,76,40,7904480,7952480,7744480,7968480,0,0,3,1,2,0,0,0,0,0,0,0
FluencyBank,76,41,7924960,7972960,7764960,7988960,0,0,2,3,2,0,1,0,0,0,0,0
FluencyBank,76,42,8422400,8470400,8262400,8486400,0,0,1,2,1,2,0,2,0,0,0,0
FluencyBank,76,43,8449600,8497600,8289600,8513600,0,0,0,3,1,0,2,0,0,0,0,0
FluencyBank,76,44,8721920,8769920,8561920,8785920,1,0,1,1,2,1,1,2,0,0,0,0
FluencyBank,76,45,8745440,8793440,8585440,8809440,0,0,1,1,2,1,1,0,0,0,0,0
FluencyBank,76,46,8783680,8831680,8623680,8847680,1,0,0,1,0,0,1,0,2,0,0,0
FluencyBank,76,47,8827680,8875680,8667680,8891680,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,76,48,8955040,9003040,8795040,9019040,0,0,0,2,2,0,0,0,0,0,0,0
FluencyBank,76,49,8980160,9028160,8820160,9044160,0,0,0,2,0,0,0,0,1,0,0,0
FluencyBank,76,50,9691680,9739680,9531680,9755680,1,0,0,2,2,0,1,0,0,1,0,0
FluencyBank,76,51,9719520,9767520,9559520,9783520,1,0,1,0,0,1,1,0,2,0,0,0
FluencyBank,76,52,9731040,9779040,9571040,9795040,1,0,1,1,0,0,2,0,1,0,0,0
FluencyBank,76,53,10150720,10198720,9990720,10214720,0,0,1,0,2,0,0,3,0,0,0,0
FluencyBank,76,54,10174400,10222400,10014400,10238400,0,0,0,0,0,0,0,3,3,1,0,0
FluencyBank,76,55,10237920,10285920,10077920,10301920,0,0,2,2,1,1,0,2,0,1,0,0
FluencyBank,76,56,10262400,10310400,10102400,10326400,0,0,0,0,0,1,0,2,2,1,0,0
FluencyBank,76,57,1165280,1213280,1005280,1229280,0,0,0,1,0,0,0,2,2,0,0,0
FluencyBank,76,58,1189280,1237280,1029280,1253280,0,0,0,1,2,2,2,1,0,0,0,0
FluencyBank,76,59,10325440,10373440,10165440,10389440,2,0,0,1,0,0,1,0,0,0,0,0
FluencyBank,76,60,10351520,10399520,10191520,10415520,1,0,0,1,1,1,1,0,1,0,0,0
FluencyBank,76,61,10400000,10448000,10240000,10464000,0,0,1,1,1,0,1,0,0,0,0,0
FluencyBank,76,62,10447040,10495040,10287040,10511040,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,76,63,10541920,10589920,10381920,10605920,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,76,64,10566240,10614240,10406240,10630240,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,76,65,10646240,10694240,10486240,10710240,0,0,0,0,1,0,2,0,2,0,0,0
FluencyBank,76,66,10678560,10726560,10518560,10742560,0,0,0,1,0,2,0,0,0,0,0,0
FluencyBank,76,67,10730880,10778880,10570880,10794880,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,76,68,10766240,10814240,10606240,10830240,0,0,1,2,1,2,0,1,0,0,0,0
FluencyBank,76,69,10816640,10864640,10656640,10880640,1,0,1,1,0,1,2,0,1,0,0,0
FluencyBank,76,70,10825920,10873920,10665920,10889920,0,0,0,1,0,1,2,0,1,0,0,0
FluencyBank,76,71,10857760,10905760,10697760,10921760,0,0,3,0,0,0,0,1,0,0,0,0
FluencyBank,76,72,10931200,10979200,10771200,10995200,0,0,2,1,0,1,0,2,0,0,0,0
FluencyBank,76,73,10982080,11030080,10822080,11046080,0,0,0,1,2,0,0,1,1,0,0,0
FluencyBank,76,74,1328000,1376000,1168000,1392000,1,0,0,1,0,1,2,0,1,1,0,0
FluencyBank,76,75,1354720,1402720,1194720,1418720,0,0,0,1,1,1,0,3,1,0,0,0
FluencyBank,76,76,11132800,11180800,10972800,11196800,1,0,0,1,0,0,1,1,2,0,0,0
FluencyBank,76,77,11163680,11211680,11003680,11227680,3,0,0,1,0,0,3,0,1,0,0,0
FluencyBank,76,78,11838080,11886080,11678080,11902080,0,0,0,0,3,0,0,0,0,0,0,0
FluencyBank,76,79,11861600,11909600,11701600,11925600,0,0,0,1,0,0,1,1,2,0,0,0
FluencyBank,76,80,12009760,12057760,11849760,12073760,0,0,0,2,0,0,0,0,1,0,0,0
FluencyBank,76,81,12036160,12084160,11876160,12100160,0,0,1,1,2,1,0,0,0,0,0,0
FluencyBank,76,82,12601120,12649120,12441120,12665120,1,0,0,1,1,0,1,2,1,0,0,0
FluencyBank,76,83,12628160,12676160,12468160,12692160,1,0,1,3,1,0,2,1,0,0,0,0
FluencyBank,76,84,12879520,12927520,12719520,12943520,3,0,0,0,0,2,2,0,0,1,0,0
FluencyBank,76,85,12905280,12953280,12745280,12969280,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,76,86,12944960,12992960,12784960,13008960,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,76,87,12969120,13017120,12809120,13033120,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,76,88,1477600,1525600,1317600,1541600,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,76,89,1525440,1573440,1365440,1589440,0,0,2,2,0,0,0,0,0,1,0,0
FluencyBank,76,90,1812960,1860960,1652960,1876960,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,76,91,1853120,1901120,1693120,1917120,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,76,92,1861120,1909120,1701120,1925120,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,76,93,1901600,1949600,1741600,1965600,0,0,3,0,0,0,0,3,0,0,0,0
FluencyBank,76,94,2310240,2358240,2150240,2374240,0,0,0,1,0,0,0,3,2,1,0,0
FluencyBank,76,95,2337440,2385440,2177440,2401440,0,0,1,0,2,0,0,0,0,0,0,0
FluencyBank,81,0,14880,62880,-145120,78880,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,81,1,8101760,8149760,7941760,8165760,0,0,1,1,1,0,0,0,1,1,0,0
FluencyBank,81,2,8131040,8179040,7971040,8195040,0,0,2,0,0,0,1,3,1,0,0,0
FluencyBank,81,3,8170560,8218560,8010560,8234560,0,0,0,2,0,1,0,0,0,0,0,0
FluencyBank,81,4,8231040,8279040,8071040,8295040,0,0,1,0,0,0,0,3,2,0,0,0
FluencyBank,81,5,8275040,8323040,8115040,8339040,0,0,1,1,0,0,0,0,1,0,0,0
FluencyBank,81,6,8312320,8360320,8152320,8376320,2,0,0,1,1,0,2,2,1,0,0,0
FluencyBank,81,7,8464800,8512800,8304800,8528800,0,0,0,0,0,3,0,0,0,0,0,0
FluencyBank,81,8,8496000,8544000,8336000,8560000,0,0,0,0,0,3,0,0,0,0,0,0
FluencyBank,81,9,8520480,8568480,8360480,8584480,0,0,0,0,2,0,0,0,1,0,0,0
FluencyBank,81,10,8596000,8644000,8436000,8660000,0,0,0,0,0,0,1,2,3,0,0,0
FluencyBank,81,11,8629760,8677760,8469760,8693760,0,0,0,0,0,1,0,0,2,1,0,0
FluencyBank,81,12,8684800,8732800,8524800,8748800,0,0,0,1,0,0,1,3,2,0,0,0
FluencyBank,81,13,8705760,8753760,8545760,8769760,0,0,0,1,2,0,0,0,0,1,0,0
FluencyBank,81,14,1032320,1080320,872320,1096320,0,0,0,0,2,0,1,2,1,0,0,0
FluencyBank,81,15,8772320,8820320,8612320,8836320,0,0,0,2,1,0,0,0,0,0,0,0
FluencyBank,81,16,8838720,8886720,8678720,8902720,0,0,0,0,0,3,0,0,0,0,0,0
FluencyBank,81,17,8874720,8922720,8714720,8938720,0,0,0,1,0,3,0,0,0,0,0,0
FluencyBank,81,18,8986880,9034880,8826880,9050880,0,0,0,0,3,0,0,1,0,1,0,0
FluencyBank,81,19,9014080,9062080,8854080,9078080,0,0,1,0,0,0,0,3,2,0,0,0
FluencyBank,81,20,9063040,9111040,8903040,9127040,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,81,21,9086080,9134080,8926080,9150080,0,0,0,1,3,0,0,0,0,1,0,0
FluencyBank,81,22,9141440,9189440,8981440,9205440,0,0,0,0,0,0,0,3,3,1,0,0
FluencyBank,81,23,9205280,9253280,9045280,9269280,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,81,24,9282560,9330560,9122560,9346560,0,0,0,0,0,0,0,1,3,1,0,0
FluencyBank,81,25,9352640,9400640,9192640,9416640,0,0,0,0,0,3,0,1,0,1,0,0
FluencyBank,81,26,9404640,9452640,9244640,9468640,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,81,27,9453600,9501600,9293600,9517600,0,0,0,0,0,0,3,0,3,0,0,0
FluencyBank,81,28,1235520,1283520,1075520,1299520,0,0,1,0,0,0,2,2,2,0,0,0
FluencyBank,81,29,1270240,1318240,1110240,1334240,0,0,0,1,2,0,0,0,0,0,0,0
FluencyBank,81,30,9502720,9550720,9342720,9566720,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,81,31,9535200,9583200,9375200,9599200,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,81,32,1343040,1391040,1183040,1407040,0,0,0,1,2,0,0,0,0,0,0,0
FluencyBank,81,33,1376160,1424160,1216160,1440160,0,0,0,0,0,0,0,0,3,2,0,0
FluencyBank,81,34,1404000,1452000,1244000,1468000,1,0,0,0,0,0,2,0,2,0,0,0
FluencyBank,81,35,1451360,1499360,1291360,1515360,0,0,3,0,0,0,0,0,0,0,0,0
FluencyBank,81,36,1498240,1546240,1338240,1562240,0,0,0,0,2,0,0,0,1,0,0,0
FluencyBank,81,37,1551840,1599840,1391840,1615840,0,0,1,0,0,0,0,2,2,0,0,0
FluencyBank,81,38,1587040,1635040,1427040,1651040,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,81,39,1693120,1741120,1533120,1757120,0,0,0,0,1,2,1,2,0,0,0,0
FluencyBank,81,40,1723040,1771040,1563040,1787040,0,0,0,1,0,0,1,0,2,0,0,0
FluencyBank,81,41,1795360,1843360,1635360,1859360,0,0,0,1,0,1,1,1,1,0,0,0
FluencyBank,81,42,1822560,1870560,1662560,1886560,1,0,0,2,0,0,0,0,1,2,0,0
FluencyBank,81,43,1854560,1902560,1694560,1918560,1,0,0,1,1,0,2,0,2,0,0,0
FluencyBank,81,44,33280,81280,-126720,97280,0,0,0,0,3,0,0,1,0,0,0,0
FluencyBank,81,45,1877120,1925120,1717120,1941120,0,0,0,1,1,3,0,2,0,0,0,0
FluencyBank,81,46,1944960,1992960,1784960,2008960,0,0,1,0,0,0,0,2,2,0,0,0
FluencyBank,81,47,1981280,2029280,1821280,2045280,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,81,48,2023520,2071520,1863520,2087520,0,0,0,0,2,1,0,2,0,0,0,0
FluencyBank,81,49,2051040,2099040,1891040,2115040,0,0,2,0,1,0,0,1,1,0,0,0
FluencyBank,81,50,2087360,2135360,1927360,2151360,0,0,0,1,1,1,0,1,0,0,0,0
FluencyBank,81,51,2152000,2200000,1992000,2216000,0,0,0,0,0,0,1,0,3,0,0,0
FluencyBank,81,52,2185440,2233440,2025440,2249440,0,0,0,1,0,0,1,0,2,0,0,0
FluencyBank,81,53,2252960,2300960,2092960,2316960,0,0,0,1,2,0,0,1,0,0,0,0
FluencyBank,81,54,2432640,2480640,2272640,2496640,0,0,0,1,0,0,0,0,3,1,0,0
FluencyBank,81,55,2463200,2511200,2303200,2527200,0,0,0,0,0,0,1,0,3,0,0,0
FluencyBank,81,56,2518720,2566720,2358720,2582720,0,0,0,0,1,0,0,0,2,0,0,0
FluencyBank,81,57,2560160,2608160,2400160,2624160,0,0,0,0,1,0,1,0,2,0,0,0
FluencyBank,81,58,419040,467040,259040,483040,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,81,59,451200,499200,291200,515200,0,0,1,0,0,0,0,3,2,0,0,0
FluencyBank,81,60,2605280,2653280,2445280,2669280,1,0,1,0,0,0,1,0,1,0,0,0
FluencyBank,81,61,2639360,2687360,2479360,2703360,1,0,0,1,2,2,2,1,0,0,0,0
FluencyBank,81,62,2745120,2793120,2585120,2809120,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,81,63,2771680,2819680,2611680,2835680,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,81,64,2810240,2858240,2650240,2874240,0,0,0,1,2,0,0,0,1,0,0,0
FluencyBank,81,65,2839200,2887200,2679200,2903200,0,0,2,0,0,0,0,2,1,0,0,0
FluencyBank,81,66,2885120,2933120,2725120,2949120,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,81,67,2951200,2999200,2791200,3015200,0,0,0,0,0,3,0,1,0,0,0,0
FluencyBank,81,68,3076320,3124320,2916320,3140320,0,0,0,1,3,1,0,0,0,0,0,0
FluencyBank,81,69,3114400,3162400,2954400,3178400,0,0,3,0,0,1,0,3,0,0,0,0
FluencyBank,81,70,3133440,3181440,2973440,3197440,0,0,2,0,2,3,0,0,0,0,0,0
FluencyBank,81,71,3206240,3254240,3046240,3270240,0,0,0,3,0,0,0,1,0,0,0,0
FluencyBank,81,72,3261760,3309760,3101760,3325760,0,0,2,0,1,1,0,2,0,0,0,0
FluencyBank,81,73,3295840,3343840,3135840,3359840,0,0,0,1,1,3,0,1,0,0,0,0
FluencyBank,81,74,469280,517280,309280,533280,0,0,2,0,0,0,1,2,1,0,0,0
FluencyBank,81,75,3348800,3396800,3188800,3412800,0,0,0,0,0,1,0,1,2,0,0,0
FluencyBank,81,76,3414400,3462400,3254400,3478400,0,0,0,0,0,3,0,0,0,1,0,0
FluencyBank,81,77,3447360,3495360,3287360,3511360,0,0,0,1,0,3,1,2,0,0,0,0
FluencyBank,81,78,3462400,3510400,3302400,3526400,0,0,0,0,2,1,1,1,0,0,0,0
FluencyBank,81,79,3525280,3573280,3365280,3589280,0,0,0,2,1,0,0,0,0,0,0,0
FluencyBank,81,80,3661440,3709440,3501440,3725440,0,0,0,0,0,3,0,1,0,0,0,0
FluencyBank,81,81,3689600,3737600,3529600,3753600,0,0,0,2,0,0,2,0,1,0,0,0
FluencyBank,81,82,3743200,3791200,3583200,3807200,0,0,0,1,3,0,0,0,0,0,0,0
FluencyBank,81,83,3757120,3805120,3597120,3821120,0,0,0,1,2,0,0,0,0,0,0,0
FluencyBank,81,84,3934880,3982880,3774880,3998880,0,0,1,0,3,0,0,0,0,0,0,0
FluencyBank,81,85,3963360,4011360,3803360,4027360,0,0,0,1,3,0,0,0,0,0,0,0
FluencyBank,81,86,4088960,4136960,3928960,4152960,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,81,87,4126080,4174080,3966080,4190080,0,0,1,0,0,0,0,3,2,0,0,0
FluencyBank,81,88,4185760,4233760,4025760,4249760,0,0,0,1,0,3,0,1,0,0,0,0
FluencyBank,81,89,545440,593440,385440,609440,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,81,90,577600,625600,417600,641600,0,0,0,1,2,2,0,1,0,0,0,0
FluencyBank,81,91,4230240,4278240,4070240,4294240,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,81,92,4287520,4335520,4127520,4351520,0,0,0,0,0,0,2,2,3,0,0,0
FluencyBank,81,93,4311840,4359840,4151840,4375840,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,81,94,4369600,4417600,4209600,4433600,0,0,1,1,0,0,0,3,1,0,0,0
FluencyBank,81,95,4457920,4505920,4297920,4521920,0,0,0,0,1,3,0,1,0,0,0,0
FluencyBank,81,96,4498240,4546240,4338240,4562240,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,81,97,4528480,4576480,4368480,4592480,0,0,0,1,2,0,0,1,0,0,0,0
FluencyBank,81,98,4614880,4662880,4454880,4678880,0,0,0,0,1,0,0,1,2,0,0,0
FluencyBank,81,99,4642080,4690080,4482080,4706080,0,0,3,1,0,0,0,2,0,0,0,0
FluencyBank,81,100,4680000,4728000,4520000,4744000,0,0,0,1,0,0,0,2,2,1,0,0
FluencyBank,81,101,4749760,4797760,4589760,4813760,0,0,0,2,0,0,0,0,1,0,0,0
FluencyBank,81,102,4831200,4879200,4671200,4895200,0,0,2,0,0,0,0,2,1,0,0,0
FluencyBank,81,103,4860480,4908480,4700480,4924480,0,0,2,1,0,0,0,3,1,0,0,0
FluencyBank,81,104,4894080,4942080,4734080,4958080,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,81,105,641440,689440,481440,705440,0,0,1,1,2,1,0,2,0,0,0,0
FluencyBank,81,106,689280,737280,529280,753280,0,0,0,0,2,1,0,2,0,0,0,0
